2023-10-09 03:00:17 570:  當前時間 03:00:17.5687309，啟用時間 08:00:00 - 22:00:00
2023-10-09 09:26:26 179:  當前時間 09:26:26.1785322，啟用時間 08:00:00 - 22:00:00
2023-10-09 09:26:26 179:  通道自動切換模式 = 1
2023-10-09 09:26:26 179:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:26:26 180:  當前時間 09:26:26.1798049，啟用時間 08:00:00 - 22:00:00
2023-10-09 09:26:26 180:  通道自動切換模式 = 1
2023-10-09 09:26:26 181:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:26:26 181:  當前時間 09:26:26.1812919，啟用時間 22:00:00 - 08:00:00
2023-10-09 09:26:26 182:  通道自動切換模式 = 1
2023-10-09 09:26:26 182:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:26:26 182:  當前時間 09:26:26.1822113，啟用時間 22:00:00 - 08:00:00
2023-10-09 09:26:26 182:  通道自動切換模式 = 1
2023-10-09 09:26:26 182:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:26:31 180:  當前時間 09:26:31.1802105，啟用時間 08:00:00 - 22:00:00
2023-10-09 09:26:31 181:  通道自動切換模式 = 1
2023-10-09 09:26:31 181:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:26:31 181:  當前時間 09:26:31.1813277，啟用時間 08:00:00 - 22:00:00
2023-10-09 09:26:31 181:  通道自動切換模式 = 1
2023-10-09 09:26:31 181:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:26:31 182:  當前時間 09:26:31.1824551，啟用時間 22:00:00 - 08:00:00
2023-10-09 09:26:31 182:  通道自動切換模式 = 1
2023-10-09 09:26:31 182:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:26:31 183:  當前時間 09:26:31.1827605，啟用時間 22:00:00 - 08:00:00
2023-10-09 09:26:31 183:  通道自動切換模式 = 1
2023-10-09 09:26:31 183:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:26:36 199:  當前時間 09:26:36.1993496，啟用時間 08:00:00 - 22:00:00
2023-10-09 09:26:36 200:  通道自動切換模式 = 1
2023-10-09 09:26:36 200:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:26:36 201:  當前時間 09:26:36.2008169，啟用時間 08:00:00 - 22:00:00
2023-10-09 09:26:36 201:  通道自動切換模式 = 1
2023-10-09 09:26:36 201:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:26:36 201:  當前時間 09:26:36.2019704，啟用時間 22:00:00 - 08:00:00
2023-10-09 09:26:36 201:  通道自動切換模式 = 1
2023-10-09 09:26:36 202:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:26:36 202:  當前時間 09:26:36.2026840，啟用時間 22:00:00 - 08:00:00
2023-10-09 09:26:36 202:  通道自動切換模式 = 1
2023-10-09 09:26:36 202:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:26:41 210:  當前時間 09:26:41.2108442，啟用時間 08:00:00 - 22:00:00
2023-10-09 09:26:41 211:  通道自動切換模式 = 1
2023-10-09 09:26:41 211:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:26:41 211:  當前時間 09:26:41.2119062，啟用時間 08:00:00 - 22:00:00
2023-10-09 09:26:41 212:  通道自動切換模式 = 1
2023-10-09 09:26:41 212:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:26:41 213:  當前時間 09:26:41.2130858，啟用時間 22:00:00 - 08:00:00
2023-10-09 09:26:41 213:  通道自動切換模式 = 1
2023-10-09 09:26:41 214:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:26:41 214:  當前時間 09:26:41.2142074，啟用時間 22:00:00 - 08:00:00
2023-10-09 09:26:41 214:  通道自動切換模式 = 1
2023-10-09 09:26:41 214:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:26:46 213:  當前時間 09:26:46.2130692，啟用時間 08:00:00 - 22:00:00
2023-10-09 09:26:46 214:  通道自動切換模式 = 1
2023-10-09 09:26:46 214:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:26:46 214:  當前時間 09:26:46.2141226，啟用時間 08:00:00 - 22:00:00
2023-10-09 09:26:46 214:  通道自動切換模式 = 1
2023-10-09 09:26:46 214:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:26:46 215:  當前時間 09:26:46.2153123，啟用時間 22:00:00 - 08:00:00
2023-10-09 09:26:46 215:  通道自動切換模式 = 1
2023-10-09 09:26:46 215:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:26:46 215:  當前時間 09:26:46.2158433，啟用時間 22:00:00 - 08:00:00
2023-10-09 09:26:46 216:  通道自動切換模式 = 1
2023-10-09 09:26:46 216:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:26:51 223:  當前時間 09:26:51.2226507，啟用時間 08:00:00 - 22:00:00
2023-10-09 09:26:51 223:  通道自動切換模式 = 1
2023-10-09 09:26:51 223:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:26:51 223:  當前時間 09:26:51.2237748，啟用時間 08:00:00 - 22:00:00
2023-10-09 09:26:51 224:  通道自動切換模式 = 1
2023-10-09 09:26:51 224:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:26:51 224:  當前時間 09:26:51.2243236，啟用時間 22:00:00 - 08:00:00
2023-10-09 09:26:51 224:  通道自動切換模式 = 1
2023-10-09 09:26:51 224:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:26:51 225:  當前時間 09:26:51.2253871，啟用時間 22:00:00 - 08:00:00
2023-10-09 09:26:51 225:  通道自動切換模式 = 1
2023-10-09 09:26:51 225:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:26:56 230:  當前時間 09:26:56.2295216，啟用時間 08:00:00 - 22:00:00
2023-10-09 09:26:56 230:  通道自動切換模式 = 1
2023-10-09 09:26:56 230:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:26:56 230:  當前時間 09:26:56.2308460，啟用時間 08:00:00 - 22:00:00
2023-10-09 09:26:56 231:  通道自動切換模式 = 1
2023-10-09 09:26:56 231:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:26:56 231:  當前時間 09:26:56.2314394，啟用時間 22:00:00 - 08:00:00
2023-10-09 09:26:56 231:  通道自動切換模式 = 1
2023-10-09 09:26:56 231:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:26:56 232:  當前時間 09:26:56.2324798，啟用時間 22:00:00 - 08:00:00
2023-10-09 09:26:56 232:  通道自動切換模式 = 1
2023-10-09 09:26:56 233:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:01 244:  當前時間 09:27:01.2440711，啟用時間 08:00:00 - 22:00:00
2023-10-09 09:27:01 244:  通道自動切換模式 = 1
2023-10-09 09:27:01 245:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:01 245:  當前時間 09:27:01.2452092，啟用時間 08:00:00 - 22:00:00
2023-10-09 09:27:01 245:  通道自動切換模式 = 1
2023-10-09 09:27:01 245:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:01 246:  當前時間 09:27:01.2457326，啟用時間 22:00:00 - 08:00:00
2023-10-09 09:27:01 246:  通道自動切換模式 = 1
2023-10-09 09:27:01 246:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:01 246:  當前時間 09:27:01.2469165，啟用時間 22:00:00 - 08:00:00
2023-10-09 09:27:01 246:  通道自動切換模式 = 1
2023-10-09 09:27:01 247:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:06 257:  當前時間 09:27:06.2569092，啟用時間 08:00:00 - 22:00:00
2023-10-09 09:27:06 258:  通道自動切換模式 = 1
2023-10-09 09:27:06 258:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:06 258:  當前時間 09:27:06.2580472，啟用時間 08:00:00 - 22:00:00
2023-10-09 09:27:06 258:  通道自動切換模式 = 1
2023-10-09 09:27:06 258:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:06 259:  當前時間 09:27:06.2587000，啟用時間 22:00:00 - 08:00:00
2023-10-09 09:27:06 259:  通道自動切換模式 = 1
2023-10-09 09:27:06 259:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:06 259:  當前時間 09:27:06.2598941，啟用時間 22:00:00 - 08:00:00
2023-10-09 09:27:06 260:  通道自動切換模式 = 1
2023-10-09 09:27:06 260:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:11 256:  當前時間 09:27:11.2561457，啟用時間 08:00:00 - 22:00:00
2023-10-09 09:27:11 256:  通道自動切換模式 = 1
2023-10-09 09:27:11 256:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:11 257:  當前時間 09:27:11.2566641，啟用時間 08:00:00 - 22:00:00
2023-10-09 09:27:11 257:  通道自動切換模式 = 1
2023-10-09 09:27:11 257:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:11 257:  當前時間 09:27:11.2571750，啟用時間 22:00:00 - 08:00:00
2023-10-09 09:27:11 257:  通道自動切換模式 = 1
2023-10-09 09:27:11 257:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:11 257:  當前時間 09:27:11.2576952，啟用時間 22:00:00 - 08:00:00
2023-10-09 09:27:11 257:  通道自動切換模式 = 1
2023-10-09 09:27:11 257:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:16 262:  當前時間 09:27:16.2622548，啟用時間 08:00:00 - 22:00:00
2023-10-09 09:27:16 262:  通道自動切換模式 = 1
2023-10-09 09:27:16 262:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:16 263:  當前時間 09:27:16.2634118，啟用時間 08:00:00 - 22:00:00
2023-10-09 09:27:16 264:  通道自動切換模式 = 1
2023-10-09 09:27:16 264:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:16 264:  當前時間 09:27:16.2641174，啟用時間 22:00:00 - 08:00:00
2023-10-09 09:27:16 264:  通道自動切換模式 = 1
2023-10-09 09:27:16 264:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:16 265:  當前時間 09:27:16.2646358，啟用時間 22:00:00 - 08:00:00
2023-10-09 09:27:16 265:  通道自動切換模式 = 1
2023-10-09 09:27:16 265:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:21 311:  當前時間 09:27:21.3107893，啟用時間 08:00:00 - 22:00:00
2023-10-09 09:27:21 311:  通道自動切換模式 = 1
2023-10-09 09:27:21 311:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:21 311:  當前時間 09:27:21.3118934，啟用時間 08:00:00 - 22:00:00
2023-10-09 09:27:21 312:  通道自動切換模式 = 1
2023-10-09 09:27:21 312:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:21 312:  當前時間 09:27:21.3124399，啟用時間 22:00:00 - 08:00:00
2023-10-09 09:27:21 312:  通道自動切換模式 = 1
2023-10-09 09:27:21 313:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:21 313:  當前時間 09:27:21.3136793，啟用時間 22:00:00 - 08:00:00
2023-10-09 09:27:21 314:  通道自動切換模式 = 1
2023-10-09 09:27:21 314:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:26 329:  當前時間 09:27:26.3293768，啟用時間 08:00:00 - 22:00:00
2023-10-09 09:27:26 330:  通道自動切換模式 = 1
2023-10-09 09:27:26 330:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:26 330:  當前時間 09:27:26.3308094，啟用時間 08:00:00 - 22:00:00
2023-10-09 09:27:26 330:  通道自動切換模式 = 1
2023-10-09 09:27:26 332:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:26 332:  當前時間 09:27:26.3321718，啟用時間 22:00:00 - 08:00:00
2023-10-09 09:27:26 332:  通道自動切換模式 = 1
2023-10-09 09:27:26 332:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:26 332:  當前時間 09:27:26.3326791，啟用時間 22:00:00 - 08:00:00
2023-10-09 09:27:26 333:  通道自動切換模式 = 1
2023-10-09 09:27:26 333:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:31 344:  當前時間 09:27:31.3436355，啟用時間 08:00:00 - 22:00:00
2023-10-09 09:27:31 344:  通道自動切換模式 = 1
2023-10-09 09:27:31 344:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:31 344:  當前時間 09:27:31.3448334，啟用時間 08:00:00 - 22:00:00
2023-10-09 09:27:31 345:  通道自動切換模式 = 1
2023-10-09 09:27:31 345:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:31 345:  當前時間 09:27:31.3453567，啟用時間 22:00:00 - 08:00:00
2023-10-09 09:27:31 345:  通道自動切換模式 = 1
2023-10-09 09:27:31 346:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:31 346:  當前時間 09:27:31.3466612，啟用時間 22:00:00 - 08:00:00
2023-10-09 09:27:31 347:  通道自動切換模式 = 1
2023-10-09 09:27:31 347:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:36 360:  當前時間 09:27:36.3601903，啟用時間 08:00:00 - 22:00:00
2023-10-09 09:27:36 361:  通道自動切換模式 = 1
2023-10-09 09:27:36 361:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:36 361:  當前時間 09:27:36.3616527，啟用時間 08:00:00 - 22:00:00
2023-10-09 09:27:36 361:  通道自動切換模式 = 1
2023-10-09 09:27:36 362:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:36 362:  當前時間 09:27:36.3621762，啟用時間 22:00:00 - 08:00:00
2023-10-09 09:27:36 362:  通道自動切換模式 = 1
2023-10-09 09:27:36 362:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:36 362:  當前時間 09:27:36.3629059，啟用時間 22:00:00 - 08:00:00
2023-10-09 09:27:36 362:  通道自動切換模式 = 1
2023-10-09 09:27:36 363:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:41 377:  當前時間 09:27:41.3768382，啟用時間 08:00:00 - 22:00:00
2023-10-09 09:27:41 377:  通道自動切換模式 = 1
2023-10-09 09:27:41 377:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:41 377:  當前時間 09:27:41.3779354，啟用時間 08:00:00 - 22:00:00
2023-10-09 09:27:41 378:  通道自動切換模式 = 1
2023-10-09 09:27:41 378:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:41 379:  當前時間 09:27:41.3785431，啟用時間 22:00:00 - 08:00:00
2023-10-09 09:27:41 379:  通道自動切換模式 = 1
2023-10-09 09:27:41 379:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:41 379:  當前時間 09:27:41.3792441，啟用時間 22:00:00 - 08:00:00
2023-10-09 09:27:41 379:  通道自動切換模式 = 1
2023-10-09 09:27:41 379:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:46 394:  當前時間 09:27:46.3937286，啟用時間 08:00:00 - 22:00:00
2023-10-09 09:27:46 394:  通道自動切換模式 = 1
2023-10-09 09:27:46 394:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:46 394:  當前時間 09:27:46.3948218，啟用時間 08:00:00 - 22:00:00
2023-10-09 09:27:46 395:  通道自動切換模式 = 1
2023-10-09 09:27:46 396:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:46 396:  當前時間 09:27:46.3961517，啟用時間 22:00:00 - 08:00:00
2023-10-09 09:27:46 396:  通道自動切換模式 = 1
2023-10-09 09:27:46 396:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:46 396:  當前時間 09:27:46.3967747，啟用時間 22:00:00 - 08:00:00
2023-10-09 09:27:46 396:  通道自動切換模式 = 1
2023-10-09 09:27:46 397:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:51 409:  當前時間 09:27:51.4090836，啟用時間 08:00:00 - 22:00:00
2023-10-09 09:27:51 409:  通道自動切換模式 = 1
2023-10-09 09:27:51 410:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:51 410:  當前時間 09:27:51.4102616，啟用時間 08:00:00 - 22:00:00
2023-10-09 09:27:51 410:  通道自動切換模式 = 1
2023-10-09 09:27:51 410:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:51 410:  當前時間 09:27:51.4108390，啟用時間 22:00:00 - 08:00:00
2023-10-09 09:27:51 411:  通道自動切換模式 = 1
2023-10-09 09:27:51 411:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:51 411:  當前時間 09:27:51.4113627，啟用時間 22:00:00 - 08:00:00
2023-10-09 09:27:51 411:  通道自動切換模式 = 1
2023-10-09 09:27:51 411:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:56 426:  當前時間 09:27:56.4261875，啟用時間 08:00:00 - 22:00:00
2023-10-09 09:27:56 427:  通道自動切換模式 = 1
2023-10-09 09:27:56 427:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:56 427:  當前時間 09:27:56.4278005，啟用時間 08:00:00 - 22:00:00
2023-10-09 09:27:56 427:  通道自動切換模式 = 1
2023-10-09 09:27:56 428:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:56 429:  當前時間 09:27:56.4285577，啟用時間 22:00:00 - 08:00:00
2023-10-09 09:27:56 429:  通道自動切換模式 = 1
2023-10-09 09:27:56 429:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:27:56 430:  當前時間 09:27:56.4302117，啟用時間 22:00:00 - 08:00:00
2023-10-09 09:27:56 430:  通道自動切換模式 = 1
2023-10-09 09:27:56 430:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:28:00 080:  GetDeviceName => serialNumber = flap-2-on
2023-10-09 09:28:00 091:  GetDeviceName => serialNumber = flap-3-on
2023-10-09 09:28:01 443:  當前時間 09:28:01.4426981，啟用時間 08:00:00 - 22:00:00
2023-10-09 09:28:01 443:  通道自動切換模式 = 1
2023-10-09 09:28:01 443:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:28:01 443:  當前時間 09:28:01.4438393，啟用時間 08:00:00 - 22:00:00
2023-10-09 09:28:01 444:  通道自動切換模式 = 1
2023-10-09 09:28:01 444:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:28:01 444:  當前時間 09:28:01.4444098，啟用時間 22:00:00 - 08:00:00
2023-10-09 09:28:01 444:  通道自動切換模式 = 1
2023-10-09 09:28:01 444:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:28:01 444:  當前時間 09:28:01.4449819，啟用時間 22:00:00 - 08:00:00
2023-10-09 09:28:01 445:  通道自動切換模式 = 1
2023-10-09 09:28:01 445:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:28:06 458:  當前時間 09:28:06.4584989，啟用時間 08:00:00 - 22:00:00
2023-10-09 09:28:06 459:  通道自動切換模式 = 1
2023-10-09 09:28:06 459:  此通道開始自動切換，目前此狀態回關閉狀態
2023-10-09 09:28:06 459:  當前時間 09:28:06.4595861，啟用時間 08:00:00 - 22:00:00
2023-10-09 09:28:06 460:  通道自動切換模式 = 1
2023-10-09 09:28:06 460:  此通道開始自動切換，目前此狀態回關閉狀態
